VendorID,PULocationID,DOLocationID,fareamount,total_amount
1,25,54,null,6.5
2,179,75,null,30.95
2,244,42,null,16
1,74,42,null,9
1,74,166,null,14.6
2,194,194,null,31.09
2,66,66,null,7.6
2,179,179,null,10.8
2,74,238,null,22.5
2,75,68,null,33.42
2,83,264,null,22
2,112,112,null,9.96
2,112,263,null,40.14
2,7,223,null,18.36
2,134,134,null,8.3
2,166,146,null,51.44
2,223,223,null,6.9
2,226,226,null,13
2,260,260,null,6.2
2,83,138,null,25.9
1,210,210,null,11.6
2,97,66,null,16
2,7,260,null,18.9
2,7,7,null,10
2,95,28,null,13.32
2,95,95,null,14.43
2,129,129,null,10.4
2,36,137,null,45.18
1,145,49,null,30
2,95,197,null,26.26
2,95,196,null,10.4
2,256,79,null,23.85
2,129,129,null,9.7
2,74,151,null,16.7
2,95,7,null,38
2,159,248,null,21
2,260,226,null,11.44
2,83,173,null,26.5
2,129,129,null,15
2,41,41,null,8.3
2,260,82,null,13.2
2,129,226,null,15.3
2,42,42,null,26.08
2,7,223,null,15
2,75,74,null,10.4
2,92,252,null,18.1
2,112,112,null,56
2,112,238,null,58.95
2,92,16,null,26.25
2,36,161,null,53.95
2,82,70,null,16.7
2,112,256,null,16.68
2,255,249,null,29.25
2,260,70,null,30.36
2,95,70,null,28.6
2,75,74,null,9
2,112,231,null,36.78
2,82,260,null,13.2
2,7,175,null,45.4
2,95,28,null,13.2
2,80,50,null,77.31
2,36,237,null,48.95
1,255,230,null,35.55
2,216,216,null,21
2,95,121,null,22.56
2,82,129,null,12.51
2,260,173,null,37
2,82,82,null,7.6
2,129,83,null,12.48
2,129,70,null,17.4
2,82,28,null,39.1
2,80,226,null,55.2
2,127,136,null,26.8
2,174,136,null,27.8
1,25,50,null,30.84
2,42,24,null,10
2,166,166,null,7.6
2,7,7,null,7.6
2,7,7,null,14.7
2,83,83,null,16
2,263,74,null,10.8
2,92,15,null,26.1
2,92,203,null,75.48
2,129,83,null,11.64
2,134,197,null,15.3
2,74,18,null,32.1
2,127,127,null,8.3
2,112,232,null,33.94
1,210,210,null,10
2,191,191,null,25.38
2,7,7,null,9.7
2,80,264,null,80.3
2,80,264,null,60.3
1,255,160,null,36
1,36,211,null,38.45
2,129,260,null,9
2,95,95,null,12.12
2,95,121,null,15.3
2,82,82,null,8.3
2,179,7,null,8.28
2,260,260,null,20.5
2,116,235,null,19.5
2,82,138,null,21.7
2,226,82,null,19.2
2,80,80,null,42
2,80,145,null,61
1,92,53,null,14.5
2,66,107,null,58.5
2,127,243,null,21.3
2,82,173,null,14.6
2,216,132,null,17.4
2,134,132,null,37
2,127,116,null,17.4
2,95,138,null,29.4
2,264,264,null,25.2
2,82,41,null,40.05
2,95,196,null,13.2
2,80,163,null,52.74
1,80,262,null,43.35
2,95,196,null,11.8
2,82,7,null,18.36
2,260,129,null,46.8
2,40,264,null,66
2,34,66,null,73.2
2,129,129,null,10
2,129,129,null,15.3
1,92,171,null,10
2,243,41,null,20.3
2,75,238,null,12.5
2,95,192,null,18.1
1,136,230,null,37
2,173,264,null,5.58
2,82,233,null,37.45
1,56,132,null,38
2,157,48,null,55.81
2,29,95,null,75.5
2,92,68,null,70.68
2,244,69,null,16
2,74,75,null,13.6
2,74,140,null,27.18
2,75,162,null,19.85
2,74,161,null,16.05
1,42,230,null,31
2,244,42,null,19.9
1,74,166,null,12.5
1,74,13,null,47.85
2,7,186,null,21.25
2,260,93,null,27.6
2,226,226,null,53
1,89,75,null,45
2,75,74,null,6.6
2,42,116,null,6.6
2,43,161,null,23.99
2,166,74,null,9.4
2,74,262,null,22.19
1,74,75,null,13.8
2,75,47,null,23.4
2,74,42,null,7.3
2,134,121,null,16.32
2,260,137,null,33.9
2,263,162,null,21.45
2,75,166,null,10.1
2,116,42,null,8
2,92,232,null,54.15
2,129,223,null,11.5
1,169,41,null,26
2,75,262,null,16.25
2,152,246,null,26.15
2,129,129,null,12.9
2,97,177,null,24.8
2,130,132,null,20.6
2,74,75,null,7.3
2,75,41,null,16
2,65,132,null,95.28
1,74,263,null,18.65
1,129,135,null,35.3
2,265,260,null,106.7
1,177,61,null,20
2,7,45,null,51.54
2,75,74,null,11.75
2,74,75,null,12.96
2,74,236,null,18.78
2,134,134,null,15
2,95,197,null,17.8
2,116,42,null,10.1
2,41,74,null,8
2,75,41,null,8.7
2,74,75,null,11.8
2,41,74,null,14.3
2,243,244,null,9.4
2,129,161,null,32.65
1,82,129,null,11.4
2,74,236,null,20.46
2,74,74,null,8.7
1,74,138,null,42.75
2,41,42,null,13.6
2,41,152,null,10.44
2,43,263,null,18.78
2,75,75,null,8.76
2,75,42,null,16.32
2,75,239,null,16.95
2,75,42,null,10.8
2,74,42,null,11.5
2,42,220,null,21.36
2,41,42,null,16.32
2,75,74,null,8.7
2,74,246,null,41.44
2,116,42,null,11.28
2,129,223,null,17.1
2,41,243,null,24.7
2,116,247,null,15.48
2,215,138,null,45.9
2,247,42,null,8
2,42,116,null,8
2,41,74,null,11.5
1,74,152,null,14.3
2,152,152,null,6.6
2,116,41,null,12.2
2,74,169,null,19.2
2,74,74,null,12.2
2,129,173,null,18.5
2,236,74,null,11.85
2,75,145,null,23.35
1,74,42,null,10.8
1,74,75,null,12.85
2,264,264,null,11
1,89,123,null,21
1,74,236,null,22.95
2,74,75,null,10.1
2,75,159,null,19.2
2,74,247,null,15.3
2,74,263,null,19.62
2,130,130,null,10.1
2,130,138,null,34.7
1,264,264,null,55.7
2,75,238,null,16.26
2,75,42,null,12.9
2,7,141,null,14.95
2,134,196,null,16.4
2,42,166,null,9.6
2,74,74,null,7.92
2,42,42,null,5.9
2,43,162,null,21.85
2,42,236,null,34.74
2,82,129,null,17.7
2,24,239,null,20.46
2,243,243,null,10
2,95,197,null,15.7
2,74,41,null,12.2
2,74,159,null,12.2
2,74,238,null,28.02
1,74,138,null,48.65
1,74,41,null,10.4
2,41,74,null,13.6
2,74,41,null,10.8
2,75,151,null,9.7
2,166,239,null,21.31
2,166,238,null,19.43
2,75,239,null,20.46
2,75,263,null,10.05
2,75,42,null,16.3
2,75,41,null,9.4
2,130,122,null,22.2
2,42,116,null,11.5
2,42,152,null,9.6
2,95,82,null,16.4
2,41,239,null,18.8
2,41,141,null,26.85
2,75,74,null,9.49
2,75,236,null,17.94
2,41,74,null,12.5
2,75,236,null,17.94
2,74,262,null,11.25
2,75,41,null,11.5
1,41,237,null,18.75
2,95,130,null,17.1
2,41,238,null,16.65
2,41,143,null,35.31
2,243,244,null,12.96
2,74,236,null,17.94
2,75,238,null,11.28
1,74,246,null,24.75
1,123,149,null,19
1,41,42,null,10.1
2,74,141,null,20.45
2,244,244,null,6.6
2,116,244,null,8.7
2,42,42,null,6.6
1,92,162,null,60.55
2,75,74,null,8.76
2,43,263,null,14.58
2,65,49,null,10.44
2,74,42,null,12.96
1,134,196,null,15.05
2,74,41,null,12.22
2,74,138,null,48.66
2,97,61,null,26.62
1,97,48,null,42.85
2,196,170,null,55.25
2,95,173,null,32.5
1,52,189,null,16.4
2,65,89,null,39
2,74,75,null,11.5
2,74,140,null,24.05
2,95,70,null,22.7
2,74,263,null,12.15
1,74,42,null,16.4
1,74,264,null,40.2
2,74,42,null,11.5
2,74,41,null,10.1
2,43,166,null,13.7
2,260,92,null,33
2,41,151,null,10.44
1,74,152,null,13.6
1,74,236,null,36.4
2,74,236,null,14.95
2,41,41,null,8.76
2,42,41,null,13.6
2,166,42,null,13.6
2,159,159,null,4.5
2,74,239,null,28.86
2,130,205,null,19.2
2,130,56,null,28.3
2,74,42,null,11.1
2,74,42,null,8.7
2,75,239,null,22.55
2,260,17,null,31.12
2,75,244,null,33.12
2,130,197,null,12.2
2,116,239,null,26.15
2,75,50,null,21.25
2,75,159,null,19.9
1,78,241,null,19.9
2,25,257,null,27.24
2,152,244,null,12.2
2,244,116,null,13.8
2,244,144,null,69.18
2,74,166,null,11.5
2,75,141,null,16.45
2,74,236,null,12.85
2,97,113,null,26.75
2,41,166,null,8.7
2,116,243,null,14.64
1,74,75,null,15.45
2,166,236,null,27.25
2,166,75,null,17.16
2,41,151,null,18.75
2,24,92,null,61.45
2,75,179,null,34.55
2,74,166,null,13.6
1,43,239,null,18.35
1,75,141,null,20
1,75,74,null,8.7
2,92,180,null,46.1
2,166,238,null,16.35
2,74,151,null,14.84
2,42,138,null,47.05
2,134,197,null,13.8
2,24,75,null,13.8
2,41,41,null,6.6
2,166,142,null,19.15
2,74,166,null,17
2,166,116,null,36.25
1,74,41,null,11.5
1,41,163,null,22.65
2,41,264,null,4.5
2,74,166,null,19.9
2,244,244,null,5.2
2,74,152,null,14.64
1,18,18,null,4.5
2,41,42,null,12.9
2,24,74,null,12.2
2,41,75,null,8.76
2,95,155,null,57
2,74,140,null,25.24
2,74,42,null,12.62
2,74,75,null,11.75
1,42,42,null,8
2,43,166,null,12.42
2,92,7,null,32.12
2,74,52,null,51.55
2,244,41,null,22.08
2,166,142,null,71.19
2,41,74,null,10.1
2,74,236,null,17.05
1,74,75,null,9.4
2,40,52,null,7.3
2,65,225,null,15.7
2,35,137,null,55.55
2,41,239,null,26.34
2,75,74,null,13.1
2,74,4,null,33.15
1,42,75,null,12.2
2,82,260,null,5.9
2,82,129,null,10.8
2,260,129,null,6.6
2,33,43,null,47.56
2,193,145,null,7.08
2,130,16,null,31.8
2,263,75,null,8.76
2,95,196,null,12.62
1,225,77,null,24.4
2,65,89,null,41.52
2,74,116,null,18
2,43,211,null,38.94
2,167,69,null,5.9
2,129,129,null,11.51
2,82,157,null,15.7
2,7,260,null,19.1
2,260,179,null,22.08
2,74,239,null,25.24
2,10,264,null,21
2,166,116,null,10.8
2,116,116,null,9.4
2,42,74,null,16.4
1,177,177,null,17
1,74,236,null,18.78
2,75,41,null,9.4
2,82,107,null,34.66
2,129,70,null,15.7
2,244,41,null,19.9
2,166,239,null,20.46
2,166,151,null,13
2,41,41,null,8
2,42,41,null,9.4
2,42,41,null,6.6
2,236,262,null,14.25
2,74,75,null,13.8
2,74,75,null,10.44
2,74,262,null,20.55
2,134,134,null,4.5
2,74,236,null,22.98
2,41,161,null,27.55
2,74,141,null,16.35
2,75,74,null,8.7
2,244,263,null,36.55
2,75,75,null,7.92
2,42,74,null,20.47
2,244,243,null,11.5
2,244,244,null,6.6
2,75,41,null,12.2
2,7,7,null,8
2,75,75,null,6.6
2,43,263,null,13.55
1,41,142,null,26.3
2,95,135,null,16.32
2,95,135,null,14.64
2,260,129,null,21.3
2,97,188,null,19.9
2,65,229,null,37.35
2,74,168,null,16.32
2,95,131,null,19.68
2,97,17,null,16.4
2,116,262,null,35.71
2,97,181,null,14.19
2,181,189,null,15
1,74,166,null,18.6
1,74,24,null,14.6
2,41,75,null,12.2
2,166,41,null,16.7
1,74,74,null,7
2,82,260,null,9.4
2,95,196,null,10.1
2,75,74,null,9.4
1,74,239,null,28
1,74,263,null,17.07
1,74,236,null,18.75
2,97,25,null,8
2,97,61,null,24.8
2,92,53,null,16.32
2,166,74,null,13.8
2,74,213,null,25.5
2,41,223,null,40.14
2,7,57,null,31.8
2,41,161,null,28.95
2,41,166,null,15.48
1,75,74,null,11.5
2,65,97,null,9.4
2,74,166,null,4.5
2,74,138,null,39.85
2,42,75,null,17.8
2,244,161,null,41.65
2,41,68,null,41.27
1,145,160,null,17.8
2,41,142,null,17.05
2,33,158,null,34.74
2,244,166,null,22.2
2,82,138,null,22.1
2,74,42,null,9.4
1,41,119,null,12.9
1,41,41,null,7.3
1,41,42,null,10.1
1,42,41,null,8
2,129,138,null,27.36
2,42,75,null,18.5
2,166,142,null,23.35
2,92,93,null,15.48
1,42,42,null,18
2,74,263,null,11.45
2,193,193,null,5.4
2,244,238,null,87.88
2,7,140,null,25.75
2,42,74,null,10.88
2,75,41,null,10.1
2,41,75,null,8
2,75,75,null,8
2,82,196,null,13.6
2,82,129,null,15.7
2,166,151,null,11.31
2,24,24,null,7.3
1,74,75,null,12.96
2,97,49,null,13.6
2,97,66,null,12.2
2,74,74,null,5.9
2,41,42,null,14.3
2,42,166,null,17.4
1,129,82,null,7.3
1,260,260,null,8
2,97,49,null,17.88
2,82,138,null,28.2
2,75,238,null,14.25
2,97,225,null,19.2
2,97,49,null,11.4
1,61,177,null,22
2,130,265,null,48.24
2,42,116,null,11.5
2,196,260,null,16.4
2,166,90,null,43.98
2,74,75,null,9.4
2,74,141,null,24.66
1,97,123,null,34.6
2,236,137,null,30.54
2,74,140,null,28.31
2,74,41,null,18.84
2,116,116,null,6.6
2,97,97,null,12.96
2,74,41,null,10
2,41,74,null,8.03
2,152,244,null,10.91
2,75,75,null,5.9
2,41,42,null,12.2
2,42,42,null,8.58
2,166,239,null,22.83
2,134,258,null,15
2,244,43,null,38.94
2,43,48,null,20.85
2,166,24,null,10.44
2,74,116,null,15
2,42,41,null,10.1
2,130,130,null,11.28
2,226,237,null,25.45
2,116,159,null,16.4
2,116,116,null,9.4
2,74,75,null,9.4
2,75,164,null,35.81
2,74,239,null,25.24
2,43,186,null,31.38
2,75,238,null,14.58
2,75,237,null,16.26
1,42,263,null,20.55
2,130,225,null,59.28
2,42,74,null,9.6
2,75,236,null,14.58
2,97,7,null,45.72
2,255,113,null,38.94
2,97,25,null,12.96
2,52,228,null,18
2,43,43,null,10.75
2,75,232,null,35.95
2,166,142,null,25.5
2,152,166,null,8.7
2,166,264,null,4.5
2,166,74,null,18
2,74,151,null,15.7
1,74,239,null,26.3
2,166,238,null,8
2,24,239,null,21.3
2,75,41,null,12.96
2,82,258,null,30.68
2,97,49,null,12.96
2,65,52,null,12.2
2,92,264,null,13
2,74,74,null,6.6
2,74,127,null,8
2,41,239,null,17.75
2,65,256,null,22.2
2,75,116,null,27.9
2,82,196,null,17.1
2,41,42,null,9
2,33,256,null,18.81
2,33,79,null,24.65
2,95,28,null,16.77
2,42,114,null,48.35
1,255,260,null,21.7
2,95,226,null,30.4
2,74,75,null,14.64
2,75,238,null,17.81
2,75,236,null,13.74
2,180,188,null,131.85
2,74,74,null,9.4
2,75,262,null,12.85
1,41,74,null,12.6
1,41,161,null,26.3
2,74,41,null,9.3
2,166,234,null,43.98
2,92,93,null,14.3
2,166,239,null,16.35
2,43,265,null,48.35
2,82,16,null,50.9
2,260,95,null,43.2
2,74,166,null,20.52
2,236,263,null,17.94
2,75,41,null,12.42
2,74,138,null,42.75
2,244,41,null,20.7
2,41,151,null,11.5
2,74,116,null,19.2
2,166,238,null,18.53
2,129,92,null,29
1,191,226,null,48
2,75,229,null,30.54
1,74,42,null,13.2
2,33,170,null,42.31
2,97,61,null,16.4
2,41,166,null,8.7
2,41,163,null,27.05
2,52,52,null,9.12
1,82,173,null,11.5
1,129,244,null,6.55
2,129,92,null,40.9
2,97,61,null,21.38
2,82,138,null,24.2
2,82,82,null,12.9
2,74,116,null,15.7
2,116,42,null,8.7
2,74,236,null,17.1
2,97,33,null,15
2,65,61,null,19.62
2,42,239,null,28.86
2,42,247,null,10.1
2,41,42,null,9.7
2,42,159,null,12.2
2,159,169,null,15
2,7,146,null,9.4
1,65,188,null,25.55
2,43,43,null,22.98
2,74,75,null,10.8
2,74,262,null,25.81
2,75,74,null,8.7
2,95,121,null,19.66
2,43,237,null,18.78
2,95,56,null,18.5
2,74,75,null,11.28
2,75,74,null,8.7
2,75,41,null,6.62
2,43,246,null,36.42
2,7,264,null,13.2
2,260,146,null,14.3
2,7,7,null,6.6
2,256,17,null,25.56
2,152,152,null,6.6
2,41,75,null,8.7
2,41,116,null,14.3
2,7,146,null,13
2,166,151,null,8
2,166,125,null,46.5
2,74,43,null,19.62
2,130,10,null,17.1
2,74,166,null,18
2,116,244,null,12.9
2,74,140,null,26.34
2,243,230,null,43.65
2,95,92,null,29
2,74,42,null,8
2,75,236,null,13.55
2,75,42,null,15
2,75,237,null,23.82
2,75,237,null,14.58
2,75,142,null,22.98
2,102,264,null,18.75
2,41,74,null,8.7
2,75,263,null,13.55
2,97,49,null,8.7
2,97,79,null,30.54
2,74,74,null,16.32
2,41,246,null,41.46
2,95,90,null,78.5
1,82,129,null,22
1,157,157,null,17
2,196,95,null,13.6
2,41,238,null,19.62
2,97,181,null,15.48
2,97,17,null,17.16
1,74,24,null,14.6
2,166,238,null,17.94
2,166,152,null,10.1
2,41,74,null,10.1
2,41,143,null,29.65
2,82,223,null,26
2,97,255,null,26.4
1,222,48,null,55
2,116,120,null,17.1
2,244,244,null,4.5
2,75,247,null,23.3
2,75,75,null,8.6
2,82,70,null,21.36
2,74,138,null,49.5
2,75,75,null,11.75
2,41,74,null,11.1
2,75,41,null,10.8
1,41,166,null,7.3
2,74,236,null,18.78
2,74,263,null,19.15
2,74,161,null,30.15
2,244,138,null,56.95
2,74,116,null,10.1
2,42,244,null,10.8
2,42,41,null,7.3
2,74,166,null,18.84
2,41,151,null,10.4
2,33,97,null,16.32
1,129,129,null,3.5
2,7,41,null,44.82
2,42,41,null,8
2,74,238,null,23.63
2,74,140,null,32.69
1,41,247,null,14.3
1,41,194,null,19.45
2,75,141,null,16.25
2,74,166,null,20.52
2,74,236,null,13.5
2,24,238,null,10.88
2,75,238,null,12.62
2,166,239,null,20.46
2,82,82,null,12.9
1,95,95,null,7.3
2,74,41,null,10.1
2,65,49,null,8.16
2,166,166,null,6.6
2,75,75,null,-4.5
2,75,75,null,4.5
2,226,236,null,28.02
2,129,82,null,17.8
2,129,95,null,24.8
2,166,151,null,12.96
1,74,236,null,33.55
1,74,74,null,10.8
2,33,14,null,41.52
2,97,49,null,10.81
2,97,132,null,73.44
2,43,48,null,30.54
2,41,41,null,10
2,43,243,null,35.3
2,243,244,null,13.9
2,65,48,null,47.15
2,130,265,null,45.8
2,74,168,null,12.2
1,65,181,null,14.6
1,33,33,null,4.5
1,74,141,null,26.3
1,74,126,null,16.4
2,74,141,null,20.11
2,75,116,null,15.7
2,260,174,null,62.85
2,7,107,null,30.94
2,65,228,null,30.3
1,65,112,null,21.6
1,61,61,null,16.4
2,41,116,null,18.5
2,166,74,null,15
2,89,125,null,63.62
2,74,166,null,24.05
2,74,263,null,19.05
2,74,75,null,12.12
2,74,233,null,29.65
2,95,138,null,33.4
2,166,239,null,17.1
2,75,231,null,47.65
1,74,236,null,18.45
1,74,116,null,20.6
2,74,236,null,16.26
2,74,168,null,15
2,65,188,null,21.3
2,41,74,null,10.8
2,75,74,null,7.3
2,129,260,null,12.2
2,92,9,null,26.9
2,42,236,null,20.55
2,65,181,null,12.96
2,166,244,null,15.7
2,75,166,null,12.96
2,166,238,null,11.6
2,82,82,null,22
2,74,151,null,22.2
2,41,107,null,41.95
2,82,226,null,18.5
2,82,82,null,13.6
1,244,244,null,6.9
2,74,41,null,14.64
2,166,152,null,9.6
2,129,129,null,10.8
2,130,197,null,15.7
2,41,41,null,8.7
2,75,239,null,19.62
2,42,126,null,19.9
2,74,24,null,15.7
2,75,42,null,9.4
2,41,238,null,18.78
2,43,152,null,20.52
2,95,264,null,16.25
2,95,102,null,13.8
1,42,41,null,9.4
2,130,38,null,26.2
2,260,82,null,19.2
2,74,74,null,12.2
2,74,233,null,27.55
1,65,246,null,29.65
1,42,43,null,34.65
2,7,223,null,9.4
2,74,74,null,12.12
2,41,142,null,28.02
2,74,262,null,27.44
2,166,234,null,40.05
2,196,92,null,20.6
2,74,140,null,26.56
2,97,61,null,23.3
1,74,239,null,28
2,41,42,null,5.9
2,145,193,null,10.1
2,83,7,null,19.2
2,95,130,null,20.6
2,41,244,null,16.32
2,74,75,null,17
1,74,75,null,11.21
2,95,95,null,12.9
2,61,61,null,9.08
2,236,263,null,14.85
2,65,17,null,16.32
2,130,130,null,14.64
2,41,50,null,34.74
2,74,263,null,21.31
2,74,42,null,8.7
2,74,74,null,12.5
2,75,74,null,12.12
2,74,43,null,12.12
2,116,230,null,36.42
2,75,166,null,14.64
2,41,42,null,11.5
2,41,90,null,42.25
2,82,96,null,20.6
2,82,226,null,20.6
1,243,50,null,31.05
2,41,234,null,46.45
2,33,113,null,29.7
2,260,82,null,20.6
2,130,223,null,52.26
2,41,239,null,21.3
2,74,42,null,16.32
1,42,116,null,14.55
1,41,161,null,27.25
2,129,82,null,15
2,82,129,null,15.7
1,223,179,null,10
2,74,238,null,19.26
2,146,7,null,13.6
2,146,7,null,12.62
2,260,7,null,12.9
1,24,238,null,10.4
2,74,75,null,12.96
2,75,41,null,10
2,25,263,null,44.65
1,95,95,null,9.4
2,244,116,null,11.6
2,43,246,null,35.58
2,75,74,null,9.6
2,74,116,null,15.7
2,196,129,null,18.5
2,212,212,null,8.76
2,166,42,null,17
2,95,95,null,7.92
2,95,130,null,17.8
2,116,166,null,14.95
2,41,74,null,10.8
2,82,92,null,44.04
1,41,100,null,29.65
1,82,173,null,15
1,75,100,null,26.45
2,145,112,null,18.84
2,74,237,null,22.98
2,75,151,null,17.16
2,74,238,null,18.5
2,42,116,null,9.4
2,41,41,null,4.5
2,41,69,null,20.6
2,247,159,null,16.4
2,255,112,null,12.12
2,92,173,null,24.72
2,95,82,null,12.9
1,61,76,null,46.3
2,75,132,null,93.66
2,74,168,null,15.7
2,74,127,null,24.8
2,74,239,null,31.85
2,74,60,null,24.1
2,74,238,null,19.68
2,75,74,null,9.4
2,41,74,null,19.2
1,188,25,null,26
1,33,246,null,31.05
2,74,75,null,10.1
2,146,7,null,8.7
2,41,142,null,22.98
2,43,144,null,38.46
2,82,138,null,26.5
2,74,42,null,8
2,41,74,null,9.4
2,42,41,null,10
2,41,254,null,40.9
2,74,166,null,12.2
2,7,144,null,44.45
2,43,75,null,8
2,75,74,null,10.1
2,260,129,null,15.48
2,260,265,null,162.7
2,7,140,null,20.55
2,41,50,null,29.27
2,42,42,null,7.08
2,166,236,null,18.45
2,255,114,null,49.25
2,116,239,null,28.02
2,75,236,null,13.55
1,244,167,null,15.7
2,260,112,null,24.8
2,95,28,null,15
2,74,142,null,30.54
2,43,236,null,13.07
2,95,226,null,31.8
2,75,48,null,27.35
2,41,151,null,12.62
2,166,166,null,8.7
2,166,238,null,19.15
2,75,41,null,12.2
2,24,238,null,8
2,75,74,null,15
2,75,236,null,14.13
2,24,263,null,25.5
2,75,186,null,39.55
2,116,238,null,20.5
2,75,75,null,6.6
2,97,188,null,20.35
2,65,61,null,20.52
2,65,61,null,22.2
2,55,55,null,94.8
2,95,129,null,33.3
2,97,35,null,30.4
2,41,239,null,24.66
2,166,166,null,5.9
2,166,41,null,11.28
2,244,166,null,18.84
2,244,127,null,19.9
1,74,238,null,22.14
1,166,42,null,9
1,74,24,null,18
2,95,95,null,12.9
2,97,97,null,14.64
2,65,181,null,24.05
2,41,42,null,13.6
1,97,52,null,14.35
2,75,41,null,10.1
2,74,151,null,22.25
2,74,116,null,15.7
2,152,75,null,24.7
2,166,239,null,21.3
2,166,41,null,9.4
2,43,237,null,14.25
2,75,74,null,10.1
2,75,74,null,10.8
2,75,142,null,24.35
1,75,41,null,11.5
2,97,49,null,11.28
2,97,17,null,18.75
2,82,82,null,8
2,129,83,null,17.81
2,24,74,null,17.16
2,74,236,null,18.78
2,75,24,null,12.96
2,41,238,null,14.64
2,95,197,null,15
2,42,75,null,10.1
2,75,162,null,21.95
2,75,42,null,19.5
2,167,235,null,15.7
1,65,195,null,15.7
1,74,247,null,21.49
2,82,82,null,10.1
1,21,141,null,47.25
2,74,116,null,20.52
2,82,10,null,46.56
2,74,24,null,13.56
2,74,42,null,10.8
2,41,74,null,11.5
2,41,247,null,19.62
2,166,229,null,40.62
1,75,74,null,10.8
2,74,151,null,20.52
2,41,68,null,33.9
2,41,41,null,5.9
2,41,247,null,18.84
2,95,229,null,46.2
2,82,216,null,55.6
1,97,189,null,13.6
1,97,61,null,15.7
2,212,4,null,63.25
2,166,239,null,17.75
2,166,74,null,18.84
2,82,127,null,63.66
2,97,61,null,21
1,74,142,null,31.25
1,166,230,null,30.9
2,65,100,null,45.15
2,82,138,null,29.88
2,82,129,null,7.3
2,82,7,null,18.5
2,97,49,null,19.35
2,217,225,null,15
1,65,97,null,8.2
1,177,216,null,27
2,41,142,null,28.02
2,255,232,null,31.15
1,65,181,null,13.6
2,75,151,null,12.9
2,24,238,null,14.89
2,65,66,null,12.22
2,66,236,null,49.86
2,95,95,null,7.3
2,95,28,null,11.5
2,74,238,null,23.7
2,74,75,null,10.1
2,75,236,null,14.58
2,95,134,null,13.6
2,41,100,null,44.55
2,74,239,null,24.66
2,41,42,null,12.62
2,74,41,null,12.2
2,97,189,null,18
2,130,134,null,13.3
2,83,145,null,24.8
2,41,141,null,25.65
2,179,179,null,11
2,42,244,null,15
2,65,97,null,13.8
2,226,82,null,15
2,130,135,null,10.1
2,129,260,null,9.6
2,7,233,null,28.25
2,74,262,null,21.85
2,196,82,null,17.8
1,55,210,null,18.7
2,41,74,null,11.18
2,74,42,null,8
2,260,223,null,19.9
2,95,65,null,56.7
2,74,43,null,10.8
2,244,229,null,51.94
2,41,42,null,10.8
2,42,75,null,16.4
2,41,75,null,11.5
2,74,166,null,11.5
2,166,238,null,19.62
2,75,236,null,12.15
2,74,247,null,18.84
2,236,262,null,13.85
2,134,75,null,51
2,116,42,null,11.5
2,260,226,null,12.1
2,82,138,null,26.52
1,65,97,null,12.8
1,97,91,null,45.7
1,166,41,null,9
2,97,97,null,12.9
1,168,264,null,16.4
2,95,121,null,21.36
1,166,166,null,7.9
2,130,132,null,26.1
2,69,20,null,22
2,41,42,null,8
2,74,239,null,19.85
2,82,173,null,21
2,82,102,null,19.2
2,97,106,null,23.04
2,41,41,null,10.1
1,65,61,null,19.8
1,97,36,null,32.25
2,41,74,null,12.96
2,97,65,null,12.96
2,97,61,null,15
2,130,219,null,25.5
2,41,239,null,19.95
2,166,238,null,19.62
2,74,263,null,16.35
2,75,236,null,9.35
2,75,236,null,10.05
2,75,151,null,9
1,41,42,null,12.9
2,97,36,null,28.3
2,74,75,null,10.8
2,43,137,null,33.9
2,7,141,null,26.85
2,82,226,null,22.2
2,92,138,null,29.1
2,74,239,null,30.07
2,95,121,null,15.7
2,260,70,null,171.1
2,75,236,null,14.58
2,75,4,null,49.86
2,95,135,null,12.9
2,7,107,null,44.06
2,41,237,null,32.22
2,74,236,null,17.1
2,74,168,null,11.5
2,75,75,null,8.76
2,74,141,null,23.82
2,43,236,null,11.05
1,66,181,null,16.4
1,74,159,null,14.3
1,159,243,null,29.7
2,82,173,null,15.7
2,166,238,null,13.8
2,166,152,null,18.5
2,75,75,null,8.7
2,42,42,null,9.4
2,166,166,null,7.3
2,33,1,null,143.06
2,42,116,null,14
2,7,229,null,24.75
2,74,262,null,24.81
2,75,74,null,8.76
2,83,129,null,19.9
2,260,83,null,11.5
2,74,239,null,24.75
2,42,74,null,17.8
2,97,49,null,14.16
2,97,33,null,12.96
2,75,166,null,22.2
2,74,116,null,19.68
2,216,216,null,4.5
2,196,252,null,37.4
1,65,106,null,14.35
2,226,141,null,26.34
2,260,7,null,16.32
2,65,189,null,13.8
1,74,74,null,4.5
2,97,97,null,10.1
2,82,138,null,24.2
2,82,82,null,12.96
2,65,49,null,18.75
2,97,225,null,25.87
2,66,33,null,12.96
2,33,195,null,12.2
2,74,42,null,15
2,65,189,null,21.36
2,97,17,null,19.8
1,74,238,null,21.3
1,74,116,null,12.9
2,74,239,null,25.5
2,74,42,null,8.58
2,42,168,null,17.1
2,42,41,null,7.3
2,166,166,null,5.2
2,92,226,null,38
2,65,40,null,24.36
1,97,49,null,17.15
1,225,181,null,26.9
2,166,151,null,10.44
2,24,75,null,12.96
2,75,132,null,78.06
2,41,239,null,23.82
2,74,74,null,10.1
2,74,140,null,28.15
1,196,132,null,43.5
2,74,74,null,10.1
2,74,243,null,33.12
2,95,197,null,16.4
2,74,75,null,10.8
2,74,75,null,16.32
